"reviewId","content","score","lowercased","cleaned","word_count","slang_handled","stopword_removed","stemmed","tokenized"
"0f0a4ea1-ce5e-4ec9-a007-38ed62659781","sopir baik dan tdk menilai dekat jaraknya","5.0","sopir baik dan tdk menilai dekat jaraknya","sopir baik dan tdk menilai dekat jaraknya","['sopir', 'baik', 'dan', 'tdk', 'menilai', 'dekat', 'jaraknya']","sopir baik dan tidak menilai dekat jaraknya","sopir menilai jaraknya","sopir nilai jarak","['sopir', 'nilai', 'jarak']"
"cb754530-ad2e-4571-ac85-f873c218ab7a","pesanan cepat dianter gak pake lama mantap","5.0","pesanan cepat dianter gak pake lama mantap","pesanan cepat dianter gak pake lama mantap","['pesanan', 'cepat', 'dianter', 'gak', 'pake', 'lama', 'mantap']","pesanan cepat diantar enggak pakai lama mantap","pesanan cepat diantar pakai mantap","pesan cepat antar pakai mantap","['pesan', 'cepat', 'antar', 'pakai', 'mantap']"
"690bc9a4-bb6b-4d1e-91ff-bd27e15e4567","berguna juga ni kalo kelaparan tengah mlm ga perlu ribet keluar rumah","5.0","berguna juga ni kalo kelaparan tengah mlm ga perlu ribet keluar rumah","berguna juga ni kalo kelaparan tengah mlm ga perlu ribet keluar rumah","['berguna', 'juga', 'ni', 'kalo', 'kelaparan', 'tengah', 'mlm', 'ga', 'perlu', 'ribet', 'keluar', 'rumah']","berguna juga nih kalo kelaparan tengah malam enggak perlu ribet keluar rumah","berguna nih kalo kelaparan tengah malam ribet rumah","guna nih kalo lapar tengah malam ribet rumah","['guna', 'nih', 'kalo', 'lapar', 'tengah', 'malam', 'ribet', 'rumah']"
"59e93fef-9412-4866-a263-e064a55da79c","Mudah aplikasinya, dan sangat membantu untuk kebutuhan makanan","5.0","mudah aplikasinya, dan sangat membantu untuk kebutuhan makanan","mudah aplikasinya  dan sangat membantu untuk kebutuhan makanan","['mudah', 'aplikasinya', 'dan', 'sangat', 'membantu', 'untuk', 'kebutuhan', 'makanan']","mudah aplikasinya dan sangat membantu untuk kebutuhan makanan","mudah aplikasinya membantu kebutuhan makanan","mudah aplikasi bantu butuh makan","['mudah', 'aplikasi', 'bantu', 'butuh', 'makan']"
"2e30f7b1-0fc4-4997-bc4b-a78eefb0bff1","Saya merasa berterimakasih bila butuh Antar Jemput...Dengan Grab Moto....Bila Area Jemputan gk Ada Angkot ....","5.0","saya merasa berterimakasih bila butuh antar jemput...dengan grab moto....bila area jemputan gk ada angkot ....","saya merasa berterimakasih bila butuh antar jemput   dengan grab moto    bila area jemputan gk ada angkot","['saya', 'merasa', 'berterimakasih', 'bila', 'butuh', 'antar', 'jemput', 'dengan', 'grab', 'moto', 'bila', 'area', 'jemputan', 'gk', 'ada', 'angkot']","saya merasa berterimakasih bila butuh antar jemput dengan grab moto bila area jemputan enggak ada angkot","berterimakasih butuh jemput grab moto area jemputan angkot","berterimakasih butuh jemput grab moto area jemput angkot","['berterimakasih', 'butuh', 'jemput', 'grab', 'moto', 'area', 'jemput', 'angkot']"
"605c01b5-37aa-4d12-96a8-63895a915b95","Hari ini naik grab car pp ke depok dengan driver yang beda. Alhamdulillah layanan keduannya bagus.","5.0","hari ini naik grab car pp ke depok dengan driver yang beda. alhamdulillah layanan keduannya bagus.","hari ini naik grab car pp ke depok dengan driver yang beda  alhamdulillah layanan keduannya bagus","['hari', 'ini', 'naik', 'grab', 'car', 'pp', 'ke', 'depok', 'dengan', 'driver', 'yang', 'beda', 'alhamdulillah', 'layanan', 'keduannya', 'bagus']","hari ini naik grab car pp ke depok dengan driver yang beda alhamdulillah layanan keduannya bagus","grab car pp depok driver beda alhamdulillah layanan keduannya bagus","grab car pp depok driver beda alhamdulillah layan keduannya bagus","['grab', 'car', 'pp', 'depok', 'driver', 'beda', 'alhamdulillah', 'layan', 'keduannya', 'bagus']"
"ea4e06a4-df87-4ee6-b816-c1a838a9de63","luar biasa driver yang baik dan trima kasih s3moga manfaat","5.0","luar biasa driver yang baik dan trima kasih s3moga manfaat","luar biasa driver yang baik dan trima kasih s moga manfaat","['luar', 'biasa', 'driver', 'yang', 'baik', 'dan', 'trima', 'kasih', 's', 'moga', 'manfaat']","luar biasa driver yang baik dan terima kasih si moga manfaat","driver terima kasih si moga manfaat","driver terima kasih si moga manfaat","['driver', 'terima', 'kasih', 'si', 'moga', 'manfaat']"
"67f7a988-271c-4a4a-b661-faa71efa79dd","so far tdk pernah ada masalah selama penggunaan aplikasi ini","5.0","so far tdk pernah ada masalah selama penggunaan aplikasi ini","so far tdk pernah ada masalah selama penggunaan aplikasi ini","['so', 'far', 'tdk', 'pernah', 'ada', 'masalah', 'selama', 'penggunaan', 'aplikasi', 'ini']","sok far tidak pernah ada masalah selama penggunaan aplikasi ini","sok far penggunaan aplikasi","sok far guna aplikasi","['sok', 'far', 'guna', 'aplikasi']"
"7a7e33ad-c0b2-449a-bc62-a28d03e2f9b7","Terimakasih untuk Driver Grab yang telah mengembalikan dompet saya beserta isinya, terima kasih orang jujur","5.0","terimakasih untuk driver grab yang telah mengembalikan dompet saya beserta isinya, terima kasih orang jujur","terimakasih untuk driver grab yang telah mengembalikan dompet saya beserta isinya  terima kasih orang jujur","['terimakasih', 'untuk', 'driver', 'grab', 'yang', 'telah', 'mengembalikan', 'dompet', 'saya', 'beserta', 'isinya', 'terima', 'kasih', 'orang', 'jujur']","terimakasih untuk driver grab yang telah mengembalikan dompet saya beserta isinya terima kasih orang jujur","terimakasih driver grab mengembalikan dompet beserta isinya terima kasih jujur","terimakasih driver grab kembali dompet serta isi terima kasih jujur","['terimakasih', 'driver', 'grab', 'kembali', 'dompet', 'serta', 'isi', 'terima', 'kasih', 'jujur']"
"abcf03c5-0386-43a5-9188-a2eaf89df2cd","yah untuk saat ini lebih murah dari gojek","5.0","yah untuk saat ini lebih murah dari gojek","yah untuk saat ini lebih murah dari gojek","['yah', 'untuk', 'saat', 'ini', 'lebih', 'murah', 'dari', 'gojek']","ya untuk saat ini lebih murah dari gojek","murah gojek","murah gojek","['murah', 'gojek']"
"0c1ab407-eb50-43f4-be45-eb4869f64c5b","sopirnya keren tahu jalan.dan orangnya ramah..","5.0","sopirnya keren tahu jalan.dan orangnya ramah..","sopirnya keren tahu jalan dan orangnya ramah","['sopirnya', 'keren', 'tahu', 'jalan', 'dan', 'orangnya', 'ramah']","sopirnya keren tahu jalan dan orangnya ramah","sopirnya keren jalan orangnya ramah","sopir keren jalan orang ramah","['sopir', 'keren', 'jalan', 'orang', 'ramah']"
"0b8008c1-8726-4c86-82fc-4bd8b8731410","Payah untuk grabfoodnya. Order makanan tapi cuma bisa di proses pertama proses berikutnya keluar notifikasi pengemudi sibuk. Makin kesini makin kacau aplikasi ini.","5.0","payah untuk grabfoodnya. order makanan tapi cuma bisa di proses pertama proses berikutnya keluar notifikasi pengemudi sibuk. makin kesini makin kacau aplikasi ini.","payah untuk grabfoodnya  order makanan tapi cuma bisa di proses pertama proses berikutnya keluar notifikasi pengemudi sibuk  makin kesini makin kacau aplikasi ini","['payah', 'untuk', 'grabfoodnya', 'order', 'makanan', 'tapi', 'cuma', 'bisa', 'di', 'proses', 'pertama', 'proses', 'berikutnya', 'keluar', 'notifikasi', 'pengemudi', 'sibuk', 'makin', 'kesini', 'makin', 'kacau', 'aplikasi', 'ini']","payah untuk grabfoodnya order makanan tapi cuma bisa di proses pertama proses berikutnya keluar notifikasi pengemudi sibuk makin kesini makin kacau aplikasi ini","payah grabfoodnya order makanan proses proses notifikasi pengemudi sibuk kesini kacau aplikasi","payah grabfoodnya order makan proses proses notifikasi kemudi sibuk kesini kacau aplikasi","['payah', 'grabfoodnya', 'order', 'makan', 'proses', 'proses', 'notifikasi', 'kemudi', 'sibuk', 'kesini', 'kacau', 'aplikasi']"
"c725fde4-e57d-4509-a4e5-ca490a4db214","nyaman dan ramah tamah .lancar sampai tujuan .. terimakasih buat Kaka drivernya 👍🏼","5.0","nyaman dan ramah tamah .lancar sampai tujuan .. terimakasih buat kaka drivernya 👍🏼","nyaman dan ramah tamah  lancar sampai tujuan    terimakasih buat kaka drivernya","['nyaman', 'dan', 'ramah', 'tamah', 'lancar', 'sampai', 'tujuan', 'terimakasih', 'buat', 'kaka', 'drivernya']","nyaman dan ramah tamah lancar sampai tujuan terimakasih buat kakak drivernya","nyaman ramah tamah lancar tujuan terimakasih kakak drivernya","nyaman ramah tamah lancar tuju terimakasih kakak drivernya","['nyaman', 'ramah', 'tamah', 'lancar', 'tuju', 'terimakasih', 'kakak', 'drivernya']"
"0628c911-ecad-495e-94a6-1b8dd4f347de","ramah..aman berkendaranya tdk ngebut..sopan dan baik..terima kasih","5.0","ramah..aman berkendaranya tdk ngebut..sopan dan baik..terima kasih","ramah  aman berkendaranya tdk ngebut  sopan dan baik  terima kasih","['ramah', 'aman', 'berkendaranya', 'tdk', 'ngebut', 'sopan', 'dan', 'baik', 'terima', 'kasih']","ramah aman berkendaranya tidak ngebut sopan dan baik terima kasih","ramah aman berkendaranya ngebut sopan terima kasih","ramah aman kendara ngebut sopan terima kasih","['ramah', 'aman', 'kendara', 'ngebut', 'sopan', 'terima', 'kasih']"
"cb586fae-d043-4176-b7d7-f76d7e4a21a7","sangat membantu sekali.di saat mau ke bandara tunggu taxi sampai 30 menit ga ada taxi.akhir nya dowlot Grab aja.makasih","5.0","sangat membantu sekali.di saat mau ke bandara tunggu taxi sampai 30 menit ga ada taxi.akhir nya dowlot grab aja.makasih","sangat membantu sekali di saat mau ke bandara tunggu taxi sampai    menit ga ada taxi akhir nya dowlot grab aja makasih","['sangat', 'membantu', 'sekali', 'di', 'saat', 'mau', 'ke', 'bandara', 'tunggu', 'taxi', 'sampai', 'menit', 'ga', 'ada', 'taxi', 'akhir', 'nya', 'dowlot', 'grab', 'aja', 'makasih']","sangat membantu sekali di saat mau ke bandara tunggu taxi sampai menit enggak ada taxi akhir nya dowlot grab saja terima kasih","membantu bandara tunggu taxi menit taxi dowlot grab terima kasih","bantu bandara tunggu taxi menit taxi dowlot grab terima kasih","['bantu', 'bandara', 'tunggu', 'taxi', 'menit', 'taxi', 'dowlot', 'grab', 'terima', 'kasih']"
"a77c50d7-ec21-44ef-867b-29a093b57694","Tolonglah pihak grab kalau ada resto daftar jualan disaring lagi, 2 kali blanja makan lama nyampek dan pelayanannya kurang bagus, karna gak sesuai, pas difotoin mas kurirnya eh rupanya ada kedenya atau jualan yg lain panteslah lama, kalau makanan ya udah makanan aja gitu jangan kede sampah juga iya...","5.0","tolonglah pihak grab kalau ada resto daftar jualan disaring lagi, 2 kali blanja makan lama nyampek dan pelayanannya kurang bagus, karna gak sesuai, pas difotoin mas kurirnya eh rupanya ada kedenya atau jualan yg lain panteslah lama, kalau makanan ya udah makanan aja gitu jangan kede sampah juga iya...","tolonglah pihak grab kalau ada resto daftar jualan disaring lagi    kali blanja makan lama nyampek dan pelayanannya kurang bagus  karna gak sesuai  pas difotoin mas kurirnya eh rupanya ada kedenya atau jualan yg lain panteslah lama  kalau makanan ya udah makanan aja gitu jangan kede sampah juga iya","['tolonglah', 'pihak', 'grab', 'kalau', 'ada', 'resto', 'daftar', 'jualan', 'disaring', 'lagi', 'kali', 'blanja', 'makan', 'lama', 'nyampek', 'dan', 'pelayanannya', 'kurang', 'bagus', 'karna', 'gak', 'sesuai', 'pas', 'difotoin', 'mas', 'kurirnya', 'eh', 'rupanya', 'ada', 'kedenya', 'atau', 'jualan', 'yg', 'lain', 'panteslah', 'lama', 'kalau', 'makanan', 'ya', 'udah', 'makanan', 'aja', 'gitu', 'jangan', 'kede', 'sampah', 'juga', 'iya']","tolonglah pihak grab kalau ada resto daftar jualan disaring lagi kali blanja makan lama nyampek dan pelayanannya kurang bagus karena enggak sesuai pas difoto mas kurirnya eh rupanya ada kedenya atau jualan yang lain panteslah lama kalau makanan ya sudah makanan saja begitu jangan kede sampah juga iya","tolonglah grab resto daftar jualan disaring blanja makan nyampek pelayanannya bagus sesuai pas difoto mas kurirnya eh kedenya jualan panteslah makanan makanan kede sampah iya","tolong grab resto daftar jual saring blanja makan nyampek layan bagus sesuai pas foto mas kurir eh kedenya jual panteslah makan makan kede sampah iya","['tolong', 'grab', 'resto', 'daftar', 'jual', 'saring', 'blanja', 'makan', 'nyampek', 'layan', 'bagus', 'sesuai', 'pas', 'foto', 'mas', 'kurir', 'eh', 'kedenya', 'jual', 'panteslah', 'makan', 'makan', 'kede', 'sampah', 'iya']"
"efdc1326-5583-49bd-acc4-63c4b7084dec","Kenapa tiap mo update Aplikasi Grab terbaru slalu gagal sudh berkali kali saya hasil nya tetep aja gak nisa kebuka.🙄🤔🤔🤦‍♂🤦‍♂","5.0","kenapa tiap mo update aplikasi grab terbaru slalu gagal sudh berkali kali saya hasil nya tetep aja gak nisa kebuka.🙄🤔🤔🤦‍♂🤦‍♂","kenapa tiap mo update aplikasi grab terbaru slalu gagal sudh berkali kali saya hasil nya tetep aja gak nisa kebuka","['kenapa', 'tiap', 'mo', 'update', 'aplikasi', 'grab', 'terbaru', 'slalu', 'gagal', 'sudh', 'berkali', 'kali', 'saya', 'hasil', 'nya', 'tetep', 'aja', 'gak', 'nisa', 'kebuka']","kenapa tiap mau update aplikasi grab terbaru selalu gagal sudah berkali kali saya hasil nya tetap saja enggak nisa kebuka","update aplikasi grab terbaru gagal berkali hasil nisa kebuka","update aplikasi grab baru gagal kali hasil nisa buka","['update', 'aplikasi', 'grab', 'baru', 'gagal', 'kali', 'hasil', 'nisa', 'buka']"
"6e70bbcb-1b91-4a6d-909d-52c37bb67c4c","Cara membayar denda dengan uang tunai di grab","5.0","cara membayar denda dengan uang tunai di grab","cara membayar denda dengan uang tunai di grab","['cara', 'membayar', 'denda', 'dengan', 'uang', 'tunai', 'di', 'grab']","cara membayar denda dengan uang tunai di grab","membayar denda uang tunai grab","bayar denda uang tunai grab","['bayar', 'denda', 'uang', 'tunai', 'grab']"
"ab281c95-ab3e-4fb8-89db-a3c8e7429f76","sangat nyaman saat di perjalanan sangat ramah Terima kasih","5.0","sangat nyaman saat di perjalanan sangat ramah terima kasih","sangat nyaman saat di perjalanan sangat ramah terima kasih","['sangat', 'nyaman', 'saat', 'di', 'perjalanan', 'sangat', 'ramah', 'terima', 'kasih']","sangat nyaman saat di perjalanan sangat ramah terima kasih","nyaman perjalanan ramah terima kasih","nyaman jalan ramah terima kasih","['nyaman', 'jalan', 'ramah', 'terima', 'kasih']"
"9e3a749a-8bfe-4d16-875e-140ae987962e","ya saya harap grab bisa membantu mobilitas masyarakat Indonesia dan berikan juga diskon gede supaya bisa menarik user lebih banyak lagi","5.0","ya saya harap grab bisa membantu mobilitas masyarakat indonesia dan berikan juga diskon gede supaya bisa menarik user lebih banyak lagi","ya saya harap grab bisa membantu mobilitas masyarakat indonesia dan berikan juga diskon gede supaya bisa menarik user lebih banyak lagi","['ya', 'saya', 'harap', 'grab', 'bisa', 'membantu', 'mobilitas', 'masyarakat', 'indonesia', 'dan', 'berikan', 'juga', 'diskon', 'gede', 'supaya', 'bisa', 'menarik', 'user', 'lebih', 'banyak', 'lagi']","ya saya harap grab bisa membantu mobilitas masyarakat indonesia dan berikan juga diskon gede supaya bisa menarik user lebih banyak lagi","harap grab membantu mobilitas masyarakat indonesia diskon gede menarik user","harap grab bantu mobilitas masyarakat indonesia diskon gede tarik user","['harap', 'grab', 'bantu', 'mobilitas', 'masyarakat', 'indonesia', 'diskon', 'gede', 'tarik', 'user']"
"d4607083-b692-42f2-b149-b7b46767c7ca","aplikasi ini sangat membantu 👍 keren abis awalnya ga bisa gimana cara pesan nya 🤣 dan akhirnya bisa🤗","5.0","aplikasi ini sangat membantu 👍 keren abis awalnya ga bisa gimana cara pesan nya 🤣 dan akhirnya bisa🤗","aplikasi ini sangat membantu  keren abis awalnya ga bisa gimana cara pesan nya  dan akhirnya bisa","['aplikasi', 'ini', 'sangat', 'membantu', 'keren', 'abis', 'awalnya', 'ga', 'bisa', 'gimana', 'cara', 'pesan', 'nya', 'dan', 'akhirnya', 'bisa']","aplikasi ini sangat membantu keren habis awalnya enggak bisa bagaimana cara pesan nya dan akhirnya bisa","aplikasi membantu keren habis pesan","aplikasi bantu keren habis pesan","['aplikasi', 'bantu', 'keren', 'habis', 'pesan']"
"f3ff3308-2c36-4996-98e2-62fe46e11890","ramah dan baik,,,semoga dapat Rizki yg banyak dan berkah untuk keluarga,,,","5.0","ramah dan baik,,,semoga dapat rizki yg banyak dan berkah untuk keluarga,,,","ramah dan baik   semoga dapat rizki yg banyak dan berkah untuk keluarga","['ramah', 'dan', 'baik', 'semoga', 'dapat', 'rizki', 'yg', 'banyak', 'dan', 'berkah', 'untuk', 'keluarga']","ramah dan baik semoga dapat rizki yang banyak dan berkah untuk keluarga","ramah semoga rizki berkah keluarga","ramah moga rizki berkah keluarga","['ramah', 'moga', 'rizki', 'berkah', 'keluarga']"
"12e9fd23-9340-4d12-ac86-c2a946c2bd62","aplikasi ojek online yg sngat membantu mobilitas keseharian kami sekeluarga.","5.0","aplikasi ojek online yg sngat membantu mobilitas keseharian kami sekeluarga.","aplikasi ojek online yg sngat membantu mobilitas keseharian kami sekeluarga","['aplikasi', 'ojek', 'online', 'yg', 'sngat', 'membantu', 'mobilitas', 'keseharian', 'kami', 'sekeluarga']","aplikasi ojek online yang sngat membantu mobilitas keseharian kami sekeluarga","aplikasi ojek online sngat membantu mobilitas keseharian sekeluarga","aplikasi ojek online sngat bantu mobilitas hari keluarga","['aplikasi', 'ojek', 'online', 'sngat', 'bantu', 'mobilitas', 'hari', 'keluarga']"
"5fb7b921-4254-4dcc-a4ed-c097311ba546","Bukan slh apknya tapi oknum di dalam nyaa,itu ajh si","5.0","bukan slh apknya tapi oknum di dalam nyaa,itu ajh si","bukan slh apknya tapi oknum di dalam nyaa itu ajh si","['bukan', 'slh', 'apknya', 'tapi', 'oknum', 'di', 'dalam', 'nyaa', 'itu', 'ajh', 'si']","bukan salah apknya tapi oknum di dalam nya itu saja sih","salah apknya oknum sih","salah apknya oknum sih","['salah', 'apknya', 'oknum', 'sih']"
"e283979b-1c5b-4e6e-b7b8-113a9b9133c0","aplikasi keren , no debat walau kadang ga akurat Sherlock nya","5.0","aplikasi keren , no debat walau kadang ga akurat sherlock nya","aplikasi keren   no debat walau kadang ga akurat sherlock nya","['aplikasi', 'keren', 'no', 'debat', 'walau', 'kadang', 'ga', 'akurat', 'sherlock', 'nya']","aplikasi keren no debat walau kadang enggak akurat sherlock nya","aplikasi keren no debat kadang akurat sherlock","aplikasi keren no debat kadang akurat sherlock","['aplikasi', 'keren', 'no', 'debat', 'kadang', 'akurat', 'sherlock']"
"fdd4bea1-58e7-4cbf-8c89-8aa95575d189","Aplikasi ini sangat bagus, di saat saya membutuhkan bantuan aplikasi ini sangat lah cepat tanggap dalam menangani masalah yg sedang saya alami","5.0","aplikasi ini sangat bagus, di saat saya membutuhkan bantuan aplikasi ini sangat lah cepat tanggap dalam menangani masalah yg sedang saya alami","aplikasi ini sangat bagus  di saat saya membutuhkan bantuan aplikasi ini sangat lah cepat tanggap dalam menangani masalah yg sedang saya alami","['aplikasi', 'ini', 'sangat', 'bagus', 'di', 'saat', 'saya', 'membutuhkan', 'bantuan', 'aplikasi', 'ini', 'sangat', 'lah', 'cepat', 'tanggap', 'dalam', 'menangani', 'masalah', 'yg', 'sedang', 'saya', 'alami']","aplikasi ini sangat bagus di saat saya membutuhkan bantuan aplikasi ini sangat lah cepat tanggap dalam menangani masalah yang sedang saya alami","aplikasi bagus membutuhkan bantuan aplikasi cepat tanggap menangani alami","aplikasi bagus butuh bantu aplikasi cepat tanggap tangan alami","['aplikasi', 'bagus', 'butuh', 'bantu', 'aplikasi', 'cepat', 'tanggap', 'tangan', 'alami']"
"25f4cf3f-3992-4e71-9107-d1626c7c6c6a","trimakasih sdh mau antar sy dan keluarga..","5.0","trimakasih sdh mau antar sy dan keluarga..","trimakasih sdh mau antar sy dan keluarga","['trimakasih', 'sdh', 'mau', 'antar', 'sy', 'dan', 'keluarga']","trimakasih sudah mau antar saya dan keluarga","trimakasih keluarga","trimakasih keluarga","['trimakasih', 'keluarga']"
"44eada4a-71f2-4786-880b-d53cd3cfae5e","Aplikasi grab cukup membantu untuk yang sering bepergian, kalau ada OVO lebih baik soalnya banyak promo","5.0","aplikasi grab cukup membantu untuk yang sering bepergian, kalau ada ovo lebih baik soalnya banyak promo","aplikasi grab cukup membantu untuk yang sering bepergian  kalau ada ovo lebih baik soalnya banyak promo","['aplikasi', 'grab', 'cukup', 'membantu', 'untuk', 'yang', 'sering', 'bepergian', 'kalau', 'ada', 'ovo', 'lebih', 'baik', 'soalnya', 'banyak', 'promo']","aplikasi grab cukup membantu untuk yang sering bepergian kalau ada ovo lebih baik soalnya banyak promo","aplikasi grab membantu bepergian ovo promo","aplikasi grab bantu pergi ovo promo","['aplikasi', 'grab', 'bantu', 'pergi', 'ovo', 'promo']"
