"reviewId","content","lowercased","cleaned","slang_handled","stopword_removed","stemmed","tokenized","score"
"7984ba1e-7a3a-4eda-994a-7f91f30f29dd","GRAB BACOT!!!! GA MIKIR APA CUMA JARAK SEKILO ONGKOSNYA 9K!!!! UDAH DRIVERNYA CUEK SEMUA","grab bacot!!!! ga mikir apa cuma jarak sekilo ongkosnya 9k!!!! udah drivernya cuek semua","grab bacot     ga mikir apa cuma jarak sekilo ongkosnya  k     udah drivernya cuek semua","grab bacot enggak mikir apa cuma jarak sekilo ongkosnya ke sudah drivernya cuek semua","grab bacot enggak mikir apa cuma jarak sekilo ongkosnya drivernya cuek semua","grab bacot enggak mikir apa cuma jarak kilo ongkos drivernya cuek semua","['grab', 'bacot', 'enggak', 'mikir', 'apa', 'cuma', 'jarak', 'kilo', 'ongkos', 'drivernya', 'cuek', 'semua']","1.0"
"0c0c1205-9899-4145-b08f-69f1c397fa0c","hati hati bila memesan makanan lewat grab, harga bisa dirubah secara sepihak.. harga awal berbeda dgn akhir.. apakah hal ini bisa dilaporkan ke YLKI..? Konsumen butuh perlindungan hukum bila dirugikan secara sepihak.","hati hati bila memesan makanan lewat grab, harga bisa dirubah secara sepihak.. harga awal berbeda dgn akhir.. apakah hal ini bisa dilaporkan ke ylki..? konsumen butuh perlindungan hukum bila dirugikan secara sepihak.","hati hati bila memesan makanan lewat grab  harga bisa dirubah secara sepihak   harga awal berbeda dgn akhir   apakah hal ini bisa dilaporkan ke ylki    konsumen butuh perlindungan hukum bila dirugikan secara sepihak","hati hati bila memesan makanan lewat grab harga bisa dirubah secara sepihak harga awal berbeda dengan akhir apakah hal ini bisa dilaporkan ke ylki konsumen butuh perlindungan hukum bila dirugikan secara sepihak","hati hati bila memesan makanan lewat grab harga dirubah sepihak harga awal berbeda akhir dilaporkan ylki konsumen butuh perlindungan hukum bila dirugikan sepihak","hati hati bila mes makan lewat grab harga rubah pihak harga awal beda akhir lapor ylki konsumen butuh lindung hukum bila rugi pihak","['hati', 'hati', 'bila', 'mes', 'makan', 'lewat', 'grab', 'harga', 'rubah', 'pihak', 'harga', 'awal', 'beda', 'akhir', 'lapor', 'ylki', 'konsumen', 'butuh', 'lindung', 'hukum', 'bila', 'rugi', 'pihak']","1.0"
"bbdb8ba0-5f86-4c23-bf84-a4a77f56ada0","Promonya gabisa dipake sama sekali","promonya gabisa dipake sama sekali","promonya gabisa dipake sama sekali","promonya enggak bisa dipakai sama sekali","promonya enggak dipakai sama sekali","promonya enggak pakai sama sekali","['promonya', 'enggak', 'pakai', 'sama', 'sekali']","1.0"
"7be16bd6-40e4-4d19-a8d4-4c1949dc736b","Ngapain gak bisa d instal cok","ngapain gak bisa d instal cok","ngapain gak bisa d instal cok","mengapai enggak bisa di instal cok","mengapai enggak instal cok","kapai enggak instal cok","['kapai', 'enggak', 'instal', 'cok']","1.0"
"a32fa3ea-bfd7-4911-a546-b0809eaba833","Kurang bersahabat sama harganya makin kesini malah makin naik dtastis","kurang bersahabat sama harganya makin kesini malah makin naik dtastis","kurang bersahabat sama harganya makin kesini malah makin naik dtastis","kurang bersahabat sama harganya makin kesini malah makin naik dtastis","kurang bersahabat sama harganya makin kesini malah makin naik dtastis","kurang sahabat sama harga makin kesini malah makin naik dtastis","['kurang', 'sahabat', 'sama', 'harga', 'makin', 'kesini', 'malah', 'makin', 'naik', 'dtastis']","1.0"
"ce996c12-d0c0-4a48-89b8-9d813ed7ba60","Knpa saya gak bisa pake OVO","knpa saya gak bisa pake ovo","knpa saya gak bisa pake ovo","kenapa saya enggak bisa pakai ovo","enggak pakai ovo","enggak pakai ovo","['enggak', 'pakai', 'ovo']","1.0"
"b65c288a-be66-4aa5-844c-9b5aa999810e","Percuma ada promo...kaga bisa di pake","percuma ada promo...kaga bisa di pake","percuma ada promo   kaga bisa di pake","percuma ada promo kagak bisa di pakai","percuma promo kagak pakai","percuma promo kagak pakai","['percuma', 'promo', 'kagak', 'pakai']","1.0"
"e38ba3e2-0c31-4d06-b3a4-8d5c9b2eb9d3","Udah masukim no hp yg bener tapi ta tunggub2 jam mgga ada kode nya terus telpon ngga ada suara nya aneh","udah masukim no hp yg bener tapi ta tunggub2 jam mgga ada kode nya terus telpon ngga ada suara nya aneh","udah masukim no hp yg bener tapi ta tunggub  jam mgga ada kode nya terus telpon ngga ada suara nya aneh","sudah masukim no hp yang benar tapi ta tunggub jam mgga ada kode nya terus telpon enggak ada suara nya aneh","masukim no hp benar ta tunggub jam mgga kode nya terus telpon enggak suara nya aneh","masukim no hp benar ta tunggub jam mgga kode nya terus telpon enggak suara nya aneh","['masukim', 'no', 'hp', 'benar', 'ta', 'tunggub', 'jam', 'mgga', 'kode', 'nya', 'terus', 'telpon', 'enggak', 'suara', 'nya', 'aneh']","1.0"
"c9ba8fda-147f-4d02-a0dd-97fa7cef7d15","percuma dikasih kode promo, kalau tiap mau dipake tulisannya selalu ''voucher kode promo telah habis"".. 🤦‍♀pdahal gapernah dipake sama sekali 🙄 coba tolong penjelasannya🙏🏻 terima kasih 🙏🏻","percuma dikasih kode promo, kalau tiap mau dipake tulisannya selalu ''voucher kode promo telah habis"".. 🤦‍♀pdahal gapernah dipake sama sekali 🙄 coba tolong penjelasannya🙏🏻 terima kasih 🙏🏻","percuma dikasih kode promo  kalau tiap mau dipake tulisannya selalu   voucher kode promo telah habis    pdahal gapernah dipake sama sekali  coba tolong penjelasannya terima kasih","percuma dikasih kode promo kalau tiap mau dipakai tulisannya selalu voucher kode promo telah habis padahal enggak pernah dipakai sama sekali coba tolong penjelasannya terima kasih","percuma dikasih kode promo kalau tiap mau dipakai tulisannya selalu voucher kode promo habis padahal enggak pernah dipakai sama sekali coba penjelasannya terima kasih","percuma kasih kode promo kalau tiap mau pakai tulis selalu voucher kode promo habis padahal enggak pernah pakai sama sekali coba jelas terima kasih","['percuma', 'kasih', 'kode', 'promo', 'kalau', 'tiap', 'mau', 'pakai', 'tulis', 'selalu', 'voucher', 'kode', 'promo', 'habis', 'padahal', 'enggak', 'pernah', 'pakai', 'sama', 'sekali', 'coba', 'jelas', 'terima', 'kasih']","1.0"
"f5340c81-a0f2-417a-9924-2a57c1a29cc9","Jelek,tidak. bagus. kaco . Make gojeg aja jangan grab","jelek,tidak. bagus. kaco . make gojeg aja jangan grab","jelek tidak  bagus  kaco   make gojeg aja jangan grab","jelek tidak bagus kaco memakai gojeg saja jangan grab","jelek bagus kaco memakai gojeg jangan grab","jelek bagus kaco pakai gojeg jangan grab","['jelek', 'bagus', 'kaco', 'pakai', 'gojeg', 'jangan', 'grab']","1.0"
"a004d41c-7e85-48f4-a9d6-1151e9e8b7b0","Selama saya pake grab gk pernah kecewa, selalu sy kasih bintang 5 kepada pengemudi, namun ketika td pagi pesan makan, kenapa driver mengancam saya jika di ksh ratting jelek akan mendatangi sy dan mengsave nomor saya? Tolong lebih bijak memilih drv, sdh tdk sopan bicara dg perempuan, mengancam, dan ngata ngatain saya goblok mau robek2 mulut sya. Saya bicara sesuai kenyataan, jujur sy kecewa sekali.. baru kali ini diancam org yg tidak di kenal. Semua drv selalu sopan sy selalu ksh bintang 5 n tip","selama saya pake grab gk pernah kecewa, selalu sy kasih bintang 5 kepada pengemudi, namun ketika td pagi pesan makan, kenapa driver mengancam saya jika di ksh ratting jelek akan mendatangi sy dan mengsave nomor saya? tolong lebih bijak memilih drv, sdh tdk sopan bicara dg perempuan, mengancam, dan ngata ngatain saya goblok mau robek2 mulut sya. saya bicara sesuai kenyataan, jujur sy kecewa sekali.. baru kali ini diancam org yg tidak di kenal. semua drv selalu sopan sy selalu ksh bintang 5 n tip","selama saya pake grab gk pernah kecewa  selalu sy kasih bintang   kepada pengemudi  namun ketika td pagi pesan makan  kenapa driver mengancam saya jika di ksh ratting jelek akan mendatangi sy dan mengsave nomor saya  tolong lebih bijak memilih drv  sdh tdk sopan bicara dg perempuan  mengancam  dan ngata ngatain saya goblok mau robek  mulut sya  saya bicara sesuai kenyataan  jujur sy kecewa sekali   baru kali ini diancam org yg tidak di kenal  semua drv selalu sopan sy selalu ksh bintang   n tip","selama saya pakai grab enggak pernah kecewa selalu saya kasih bintang kepada pengemudi namun ketika tadi pagi pesan makan kenapa driver mengancam saya jika di kasih ratting jelek akan mendatangi saya dan mengsave nomor saya tolong lebih bijak memilih drv sudah tidak sopan bicara dengan perempuan mengancam dan ngata mengatai saya goblok mau robek mulut saya saya bicara sesuai kenyataan jujur saya kecewa sekali baru kali ini diancam orang yang tidak di kenal semua drv selalu sopan saya selalu kasih bintang n tip","selama pakai grab enggak pernah kecewa selalu kasih bintang pengemudi tadi pagi pesan makan driver mengancam kasih ratting jelek mendatangi mengsave nomor lebih bijak memilih drv sopan bicara perempuan mengancam ngata mengatai goblok mau robek mulut bicara sesuai kenyataan jujur kecewa sekali baru kali diancam orang kenal semua drv selalu sopan selalu kasih bintang n tip","lama pakai grab enggak pernah kecewa selalu kasih bintang kemudi tadi pagi pesan makan driver ancam kasih ratting jelek datang mengsave nomor lebih bijak pilih drv sopan bicara perempuan ancam ngata katai goblok mau robek mulut bicara sesuai nyata jujur kecewa sekali baru kali ancam orang kenal semua drv selalu sopan selalu kasih bintang n tip","['lama', 'pakai', 'grab', 'enggak', 'pernah', 'kecewa', 'selalu', 'kasih', 'bintang', 'kemudi', 'tadi', 'pagi', 'pesan', 'makan', 'driver', 'ancam', 'kasih', 'ratting', 'jelek', 'datang', 'mengsave', 'nomor', 'lebih', 'bijak', 'pilih', 'drv', 'sopan', 'bicara', 'perempuan', 'ancam', 'ngata', 'katai', 'goblok', 'mau', 'robek', 'mulut', 'bicara', 'sesuai', 'nyata', 'jujur', 'kecewa', 'sekali', 'baru', 'kali', 'ancam', 'orang', 'kenal', 'semua', 'drv', 'selalu', 'sopan', 'selalu', 'kasih', 'bintang', 'n', 'tip']","1.0"
"a0850fd5-13bb-4031-b5b3-5663709b6327","Kenapa pas pake promo hanya bisa pake ovo kenapa pesananya ditolak dengan alasan metode pembayaran dengan ovo ditolak. Padahal tuh promo cuma bisa digunai pake ovo. Kan bloon ni grab","kenapa pas pake promo hanya bisa pake ovo kenapa pesananya ditolak dengan alasan metode pembayaran dengan ovo ditolak. padahal tuh promo cuma bisa digunai pake ovo. kan bloon ni grab","kenapa pas pake promo hanya bisa pake ovo kenapa pesananya ditolak dengan alasan metode pembayaran dengan ovo ditolak  padahal tuh promo cuma bisa digunai pake ovo  kan bloon ni grab","kenapa pas pakai promo hanya bisa pakai ovo kenapa pesananya ditolak dengan alasan metode pembayaran dengan ovo ditolak padahal tuh promo cuma bisa digunai pakai ovo kan bloon nih grab","pas pakai promo pakai ovo pesananya ditolak alasan metode pembayaran ovo ditolak padahal tuh promo cuma digunai pakai ovo kan bloon nih grab","pas pakai promo pakai ovo sana tolak alas metode bayar ovo tolak padahal tuh promo cuma guna pakai ovo kan bloon nih grab","['pas', 'pakai', 'promo', 'pakai', 'ovo', 'sana', 'tolak', 'alas', 'metode', 'bayar', 'ovo', 'tolak', 'padahal', 'tuh', 'promo', 'cuma', 'guna', 'pakai', 'ovo', 'kan', 'bloon', 'nih', 'grab']","1.0"
"d75c0ffd-18e4-402c-81d3-31446b50bfa0","Driver dapet jauh terus , penumpang cancel tp yg salah penumpan ga bisa pesen lg. Good","driver dapet jauh terus , penumpang cancel tp yg salah penumpan ga bisa pesen lg. good","driver dapet jauh terus   penumpang cancel tp yg salah penumpan ga bisa pesen lg  good","driver dapat jauh terus penumpang cancel tapi yang salah penumpan enggak bisa pesan lagi good","driver jauh terus penumpang cancel salah penumpan enggak pesan good","driver jauh terus tumpang cancel salah penumpan enggak pesan good","['driver', 'jauh', 'terus', 'tumpang', 'cancel', 'salah', 'penumpan', 'enggak', 'pesan', 'good']","1.0"
"d264f867-46ee-4aa1-a36c-1933bf6dee1c","Update terus munetin aplikasi aja","update terus munetin aplikasi aja","update terus munetin aplikasi aja","update terus munetin aplikasi saja","update terus munetin aplikasi","update terus munetin aplikasi","['update', 'terus', 'munetin', 'aplikasi']","1.0"
"96424528-5bd4-4ce4-96cf-3355e481b03d","Kenaikan harganya untuk yang masih sekolah dulu 4000 sekarang 9000 coba pikir anak sekolah jajannya brp ? Belum keperluan yang lainnn.","kenaikan harganya untuk yang masih sekolah dulu 4000 sekarang 9000 coba pikir anak sekolah jajannya brp ? belum keperluan yang lainnn.","kenaikan harganya untuk yang masih sekolah dulu      sekarang      coba pikir anak sekolah jajannya brp   belum keperluan yang lainnn","kenaikan harganya untuk yang masih sekolah dulu sekarang coba pikir anak sekolah jajannya berapa belum keperluan yang lain","kenaikan harganya sekolah dulu sekarang coba pikir anak sekolah jajannya berapa keperluan","naik harga sekolah dulu sekarang coba pikir anak sekolah jajan berapa perlu","['naik', 'harga', 'sekolah', 'dulu', 'sekarang', 'coba', 'pikir', 'anak', 'sekolah', 'jajan', 'berapa', 'perlu']","1.0"
"72b97b0e-b4a5-4654-8e5b-58812600861b","Ketika memasukkan alamat jemput dan tujuan tidak akses oleh konsumen tunanetra, twrutama peembaharuan skarang","ketika memasukkan alamat jemput dan tujuan tidak akses oleh konsumen tunanetra, twrutama peembaharuan skarang","ketika memasukkan alamat jemput dan tujuan tidak akses oleh konsumen tunanetra  twrutama peembaharuan skarang","ketika memasukkan alamat jemput dan tujuan tidak akses oleh konsumen tunanetra twrutama peembaharuan sekarang","memasukkan alamat jemput tujuan akses konsumen tunanetra twrutama peembaharuan sekarang","masuk alamat jemput tuju akses konsumen tunanetra twrutama peembaharuan sekarang","['masuk', 'alamat', 'jemput', 'tuju', 'akses', 'konsumen', 'tunanetra', 'twrutama', 'peembaharuan', 'sekarang']","1.0"
"5e603d21-436e-46d4-a595-be607866316a","Habis di udpdate malah gk bisa digunain","habis di udpdate malah gk bisa digunain","habis di udpdate malah gk bisa digunain","habis di udpdate malah enggak bisa digunain","habis udpdate malah enggak digunain","habis udpdate malah enggak digunain","['habis', 'udpdate', 'malah', 'enggak', 'digunain']","1.0"
"08767e73-9b41-4ef3-9364-b6415402620d","Update trus makan biaya aja","update trus makan biaya aja","update trus makan biaya aja","update terus makan biaya saja","update terus makan biaya","update terus makan biaya","['update', 'terus', 'makan', 'biaya']","1.0"
"8472ebd9-6e79-4037-a693-d571a015f86c","Uninstall aja produk asing","uninstall aja produk asing","uninstall aja produk asing","uninstall saja produk asing","uninstall produk asing","uninstall produk asing","['uninstall', 'produk', 'asing']","1.0"
"630b1d4b-4e34-45b1-b355-87a3ed9ed2ff","Bagus dan cepat serta mudah","bagus dan cepat serta mudah","bagus dan cepat serta mudah","bagus dan cepat serta mudah","bagus cepat mudah","bagus cepat mudah","['bagus', 'cepat', 'mudah']","1.0"
"94665446-8576-4e02-9e56-6c0029029728","Susah buat d daftarin ulang lagi","susah buat d daftarin ulang lagi","susah buat d daftarin ulang lagi","susah buat di daftarin ulang lagi","susah buat daftarin ulang","susah buat daftarin ulang","['susah', 'buat', 'daftarin', 'ulang']","1.0"
"e804f4f5-3d51-4523-92b4-bfe322a9704f","Kurang seneng sekarang sama grab, tarifnya mahal bgt. Biasa dari rumah ke kampus cuma 27ribuan skrg udh hampir 40ribu. Udah gitu aplikasinya sikit2 minta update bikin lemot. Ngisi OVO untuk memperingan harga tarif, malah sama aja tarif tunai sama tarif OVO. Sama aja bohong mending gak usah pake OVO","kurang seneng sekarang sama grab, tarifnya mahal bgt. biasa dari rumah ke kampus cuma 27ribuan skrg udh hampir 40ribu. udah gitu aplikasinya sikit2 minta update bikin lemot. ngisi ovo untuk memperingan harga tarif, malah sama aja tarif tunai sama tarif ovo. sama aja bohong mending gak usah pake ovo","kurang seneng sekarang sama grab  tarifnya mahal bgt  biasa dari rumah ke kampus cuma   ribuan skrg udh hampir   ribu  udah gitu aplikasinya sikit  minta update bikin lemot  ngisi ovo untuk memperingan harga tarif  malah sama aja tarif tunai sama tarif ovo  sama aja bohong mending gak usah pake ovo","kurang senang sekarang sama grab tarifnya mahal banget biasa dari rumah ke kampus cuma ribuan sekarang sudah hampir ribu sudah begitu aplikasinya sikit meminta update bikin lemot ngisi ovo untuk memperingan harga tarif malah sama saja tarif tunai sama tarif ovo sama saja bohong mending enggak usah pakai ovo","kurang senang sekarang sama grab tarifnya mahal banget biasa rumah kampus cuma ribuan sekarang hampir ribu aplikasinya sikit meminta update bikin lemot ngisi ovo memperingan harga tarif malah sama tarif tunai sama tarif ovo sama bohong mending enggak usah pakai ovo","kurang senang sekarang sama grab tarif mahal banget biasa rumah kampus cuma ribu sekarang hampir ribu aplikasi sikit minta update bikin lot ngisi ovo pering harga tarif malah sama tarif tunai sama tarif ovo sama bohong mending enggak usah pakai ovo","['kurang', 'senang', 'sekarang', 'sama', 'grab', 'tarif', 'mahal', 'banget', 'biasa', 'rumah', 'kampus', 'cuma', 'ribu', 'sekarang', 'hampir', 'ribu', 'aplikasi', 'sikit', 'minta', 'update', 'bikin', 'lot', 'ngisi', 'ovo', 'pering', 'harga', 'tarif', 'malah', 'sama', 'tarif', 'tunai', 'sama', 'tarif', 'ovo', 'sama', 'bohong', 'mending', 'enggak', 'usah', 'pakai', 'ovo']","1.0"
"fd1fdc80-bb4b-410f-a133-e53f7ae50296","Saya Beli paket Grabfood 125 ribu buat order 10 x diskon 35 ribu tapi gabisa Di pake uang saya tolong kembalikan 125 ribu. Kacau banget ini bagaimana","saya beli paket grabfood 125 ribu buat order 10 x diskon 35 ribu tapi gabisa di pake uang saya tolong kembalikan 125 ribu. kacau banget ini bagaimana","saya beli paket grabfood     ribu buat order    x diskon    ribu tapi gabisa di pake uang saya tolong kembalikan     ribu  kacau banget ini bagaimana","saya beli paket grabfood ribu buat order kali diskon ribu tapi enggak bisa di pakai uang saya tolong kembalikan ribu kacau banget ini bagaimana","beli paket grabfood ribu buat order kali diskon ribu enggak pakai uang kembalikan ribu kacau banget bagaimana","beli paket grabfood ribu buat order kali diskon ribu enggak pakai uang kembali ribu kacau banget bagaimana","['beli', 'paket', 'grabfood', 'ribu', 'buat', 'order', 'kali', 'diskon', 'ribu', 'enggak', 'pakai', 'uang', 'kembali', 'ribu', 'kacau', 'banget', 'bagaimana']","1.0"
"835364fe-6223-4b68-b006-dbc1a85f8762","KOK BISA POIN SAYA ILANG SEMUA. TRS UTK MENGGUNAKAN OVO G BISA. SETELAH DI UPDATE MALAH BURUK GINI SIIIIIHH. SEBEL Aaaah. gvada promo2 apapun pula. abis di update malah gini aja. bagusnya apa. yg diupdate apa. katanya ada bug. ini malah ilang semua. mohon solusinya","kok bisa poin saya ilang semua. trs utk menggunakan ovo g bisa. setelah di update malah buruk gini siiiiihh. sebel aaaah. gvada promo2 apapun pula. abis di update malah gini aja. bagusnya apa. yg diupdate apa. katanya ada bug. ini malah ilang semua. mohon solusinya","kok bisa poin saya ilang semua  trs utk menggunakan ovo g bisa  setelah di update malah buruk gini siiiiihh  sebel aaaah  gvada promo  apapun pula  abis di update malah gini aja  bagusnya apa  yg diupdate apa  katanya ada bug  ini malah ilang semua  mohon solusinya","kok bisa poin saya hilang semua terus untuk menggunakan ovo enggak bisa setelah di update malah buruk begini siiiiihh sebel aaaah gvada promo apapun pula habis di update malah begini saja bagusnya apa yang diupdate apa katanya ada bug ini malah hilang semua mohon solusinya","kok poin hilang semua terus menggunakan ovo enggak update malah buruk begini siiiiihh sebel aaaah gvada promo apapun habis update malah begini bagusnya apa diupdate apa katanya bug malah hilang semua mohon solusinya","kok poin hilang semua terus guna ovo enggak update malah buruk begini siiiiihh sebel aaaah gvada promo apa habis update malah begini bagus apa diupdate apa kata bug malah hilang semua mohon solusi","['kok', 'poin', 'hilang', 'semua', 'terus', 'guna', 'ovo', 'enggak', 'update', 'malah', 'buruk', 'begini', 'siiiiihh', 'sebel', 'aaaah', 'gvada', 'promo', 'apa', 'habis', 'update', 'malah', 'begini', 'bagus', 'apa', 'diupdate', 'apa', 'kata', 'bug', 'malah', 'hilang', 'semua', 'mohon', 'solusi']","1.0"
