"reviewId","content","score","lowercased","cleaned","word_count","slang_handled","stopword_removed","stemmed","tokenized"
"7a7e33ad-c0b2-449a-bc62-a28d03e2f9b7","Terimakasih untuk Driver Grab yang telah mengembalikan dompet saya beserta isinya, terima kasih orang jujur","5.0","terimakasih untuk driver grab yang telah mengembalikan dompet saya beserta isinya, terima kasih orang jujur","terimakasih untuk driver grab yang telah mengembalikan dompet saya beserta isinya  terima kasih orang jujur","['terimakasih', 'untuk', 'driver', 'grab', 'yang', 'telah', 'mengembalikan', 'dompet', 'saya', 'beserta', 'isinya', 'terima', 'kasih', 'orang', 'jujur']","terimakasih untuk driver grab yang telah mengembalikan dompet saya beserta isinya terima kasih orang jujur","terimakasih driver grab mengembalikan dompet beserta isinya terima kasih jujur","terimakasih driver grab kembali dompet serta isi terima kasih jujur","['terimakasih', 'driver', 'grab', 'kembali', 'dompet', 'serta', 'isi', 'terima', 'kasih', 'jujur']"
"0b8008c1-8726-4c86-82fc-4bd8b8731410","Payah untuk grabfoodnya. Order makanan tapi cuma bisa di proses pertama proses berikutnya keluar notifikasi pengemudi sibuk. Makin kesini makin kacau aplikasi ini.","5.0","payah untuk grabfoodnya. order makanan tapi cuma bisa di proses pertama proses berikutnya keluar notifikasi pengemudi sibuk. makin kesini makin kacau aplikasi ini.","payah untuk grabfoodnya  order makanan tapi cuma bisa di proses pertama proses berikutnya keluar notifikasi pengemudi sibuk  makin kesini makin kacau aplikasi ini","['payah', 'untuk', 'grabfoodnya', 'order', 'makanan', 'tapi', 'cuma', 'bisa', 'di', 'proses', 'pertama', 'proses', 'berikutnya', 'keluar', 'notifikasi', 'pengemudi', 'sibuk', 'makin', 'kesini', 'makin', 'kacau', 'aplikasi', 'ini']","payah untuk grabfoodnya order makanan tapi cuma bisa di proses pertama proses berikutnya keluar notifikasi pengemudi sibuk makin kesini makin kacau aplikasi ini","payah grabfoodnya order makanan proses proses notifikasi pengemudi sibuk kesini kacau aplikasi","payah grabfoodnya order makan proses proses notifikasi kemudi sibuk kesini kacau aplikasi","['payah', 'grabfoodnya', 'order', 'makan', 'proses', 'proses', 'notifikasi', 'kemudi', 'sibuk', 'kesini', 'kacau', 'aplikasi']"
"c725fde4-e57d-4509-a4e5-ca490a4db214","nyaman dan ramah tamah .lancar sampai tujuan .. terimakasih buat Kaka drivernya 👍🏼","5.0","nyaman dan ramah tamah .lancar sampai tujuan .. terimakasih buat kaka drivernya 👍🏼","nyaman dan ramah tamah  lancar sampai tujuan    terimakasih buat kaka drivernya","['nyaman', 'dan', 'ramah', 'tamah', 'lancar', 'sampai', 'tujuan', 'terimakasih', 'buat', 'kaka', 'drivernya']","nyaman dan ramah tamah lancar sampai tujuan terimakasih buat kakak drivernya","nyaman ramah tamah lancar tujuan terimakasih kakak drivernya","nyaman ramah tamah lancar tuju terimakasih kakak drivernya","['nyaman', 'ramah', 'tamah', 'lancar', 'tuju', 'terimakasih', 'kakak', 'drivernya']"
"0628c911-ecad-495e-94a6-1b8dd4f347de","ramah..aman berkendaranya tdk ngebut..sopan dan baik..terima kasih","5.0","ramah..aman berkendaranya tdk ngebut..sopan dan baik..terima kasih","ramah  aman berkendaranya tdk ngebut  sopan dan baik  terima kasih","['ramah', 'aman', 'berkendaranya', 'tdk', 'ngebut', 'sopan', 'dan', 'baik', 'terima', 'kasih']","ramah aman berkendaranya tidak ngebut sopan dan baik terima kasih","ramah aman berkendaranya ngebut sopan terima kasih","ramah aman kendara ngebut sopan terima kasih","['ramah', 'aman', 'kendara', 'ngebut', 'sopan', 'terima', 'kasih']"
"cb586fae-d043-4176-b7d7-f76d7e4a21a7","sangat membantu sekali.di saat mau ke bandara tunggu taxi sampai 30 menit ga ada taxi.akhir nya dowlot Grab aja.makasih","5.0","sangat membantu sekali.di saat mau ke bandara tunggu taxi sampai 30 menit ga ada taxi.akhir nya dowlot grab aja.makasih","sangat membantu sekali di saat mau ke bandara tunggu taxi sampai    menit ga ada taxi akhir nya dowlot grab aja makasih","['sangat', 'membantu', 'sekali', 'di', 'saat', 'mau', 'ke', 'bandara', 'tunggu', 'taxi', 'sampai', 'menit', 'ga', 'ada', 'taxi', 'akhir', 'nya', 'dowlot', 'grab', 'aja', 'makasih']","sangat membantu sekali di saat mau ke bandara tunggu taxi sampai menit enggak ada taxi akhir nya dowlot grab saja terima kasih","membantu bandara tunggu taxi menit taxi dowlot grab terima kasih","bantu bandara tunggu taxi menit taxi dowlot grab terima kasih","['bantu', 'bandara', 'tunggu', 'taxi', 'menit', 'taxi', 'dowlot', 'grab', 'terima', 'kasih']"
"a77c50d7-ec21-44ef-867b-29a093b57694","Tolonglah pihak grab kalau ada resto daftar jualan disaring lagi, 2 kali blanja makan lama nyampek dan pelayanannya kurang bagus, karna gak sesuai, pas difotoin mas kurirnya eh rupanya ada kedenya atau jualan yg lain panteslah lama, kalau makanan ya udah makanan aja gitu jangan kede sampah juga iya...","5.0","tolonglah pihak grab kalau ada resto daftar jualan disaring lagi, 2 kali blanja makan lama nyampek dan pelayanannya kurang bagus, karna gak sesuai, pas difotoin mas kurirnya eh rupanya ada kedenya atau jualan yg lain panteslah lama, kalau makanan ya udah makanan aja gitu jangan kede sampah juga iya...","tolonglah pihak grab kalau ada resto daftar jualan disaring lagi    kali blanja makan lama nyampek dan pelayanannya kurang bagus  karna gak sesuai  pas difotoin mas kurirnya eh rupanya ada kedenya atau jualan yg lain panteslah lama  kalau makanan ya udah makanan aja gitu jangan kede sampah juga iya","['tolonglah', 'pihak', 'grab', 'kalau', 'ada', 'resto', 'daftar', 'jualan', 'disaring', 'lagi', 'kali', 'blanja', 'makan', 'lama', 'nyampek', 'dan', 'pelayanannya', 'kurang', 'bagus', 'karna', 'gak', 'sesuai', 'pas', 'difotoin', 'mas', 'kurirnya', 'eh', 'rupanya', 'ada', 'kedenya', 'atau', 'jualan', 'yg', 'lain', 'panteslah', 'lama', 'kalau', 'makanan', 'ya', 'udah', 'makanan', 'aja', 'gitu', 'jangan', 'kede', 'sampah', 'juga', 'iya']","tolonglah pihak grab kalau ada resto daftar jualan disaring lagi kali blanja makan lama nyampek dan pelayanannya kurang bagus karena enggak sesuai pas difoto mas kurirnya eh rupanya ada kedenya atau jualan yang lain panteslah lama kalau makanan ya sudah makanan saja begitu jangan kede sampah juga iya","tolonglah grab resto daftar jualan disaring blanja makan nyampek pelayanannya bagus sesuai pas difoto mas kurirnya eh kedenya jualan panteslah makanan makanan kede sampah iya","tolong grab resto daftar jual saring blanja makan nyampek layan bagus sesuai pas foto mas kurir eh kedenya jual panteslah makan makan kede sampah iya","['tolong', 'grab', 'resto', 'daftar', 'jual', 'saring', 'blanja', 'makan', 'nyampek', 'layan', 'bagus', 'sesuai', 'pas', 'foto', 'mas', 'kurir', 'eh', 'kedenya', 'jual', 'panteslah', 'makan', 'makan', 'kede', 'sampah', 'iya']"
"efdc1326-5583-49bd-acc4-63c4b7084dec","Kenapa tiap mo update Aplikasi Grab terbaru slalu gagal sudh berkali kali saya hasil nya tetep aja gak nisa kebuka.🙄🤔🤔🤦‍♂🤦‍♂","5.0","kenapa tiap mo update aplikasi grab terbaru slalu gagal sudh berkali kali saya hasil nya tetep aja gak nisa kebuka.🙄🤔🤔🤦‍♂🤦‍♂","kenapa tiap mo update aplikasi grab terbaru slalu gagal sudh berkali kali saya hasil nya tetep aja gak nisa kebuka","['kenapa', 'tiap', 'mo', 'update', 'aplikasi', 'grab', 'terbaru', 'slalu', 'gagal', 'sudh', 'berkali', 'kali', 'saya', 'hasil', 'nya', 'tetep', 'aja', 'gak', 'nisa', 'kebuka']","kenapa tiap mau update aplikasi grab terbaru selalu gagal sudah berkali kali saya hasil nya tetap saja enggak nisa kebuka","update aplikasi grab terbaru gagal berkali hasil nisa kebuka","update aplikasi grab baru gagal kali hasil nisa buka","['update', 'aplikasi', 'grab', 'baru', 'gagal', 'kali', 'hasil', 'nisa', 'buka']"
"9e3a749a-8bfe-4d16-875e-140ae987962e","ya saya harap grab bisa membantu mobilitas masyarakat Indonesia dan berikan juga diskon gede supaya bisa menarik user lebih banyak lagi","5.0","ya saya harap grab bisa membantu mobilitas masyarakat indonesia dan berikan juga diskon gede supaya bisa menarik user lebih banyak lagi","ya saya harap grab bisa membantu mobilitas masyarakat indonesia dan berikan juga diskon gede supaya bisa menarik user lebih banyak lagi","['ya', 'saya', 'harap', 'grab', 'bisa', 'membantu', 'mobilitas', 'masyarakat', 'indonesia', 'dan', 'berikan', 'juga', 'diskon', 'gede', 'supaya', 'bisa', 'menarik', 'user', 'lebih', 'banyak', 'lagi']","ya saya harap grab bisa membantu mobilitas masyarakat indonesia dan berikan juga diskon gede supaya bisa menarik user lebih banyak lagi","harap grab membantu mobilitas masyarakat indonesia diskon gede menarik user","harap grab bantu mobilitas masyarakat indonesia diskon gede tarik user","['harap', 'grab', 'bantu', 'mobilitas', 'masyarakat', 'indonesia', 'diskon', 'gede', 'tarik', 'user']"
"d4607083-b692-42f2-b149-b7b46767c7ca","aplikasi ini sangat membantu 👍 keren abis awalnya ga bisa gimana cara pesan nya 🤣 dan akhirnya bisa🤗","5.0","aplikasi ini sangat membantu 👍 keren abis awalnya ga bisa gimana cara pesan nya 🤣 dan akhirnya bisa🤗","aplikasi ini sangat membantu  keren abis awalnya ga bisa gimana cara pesan nya  dan akhirnya bisa","['aplikasi', 'ini', 'sangat', 'membantu', 'keren', 'abis', 'awalnya', 'ga', 'bisa', 'gimana', 'cara', 'pesan', 'nya', 'dan', 'akhirnya', 'bisa']","aplikasi ini sangat membantu keren habis awalnya enggak bisa bagaimana cara pesan nya dan akhirnya bisa","aplikasi membantu keren habis pesan","aplikasi bantu keren habis pesan","['aplikasi', 'bantu', 'keren', 'habis', 'pesan']"
"f3ff3308-2c36-4996-98e2-62fe46e11890","ramah dan baik,,,semoga dapat Rizki yg banyak dan berkah untuk keluarga,,,","5.0","ramah dan baik,,,semoga dapat rizki yg banyak dan berkah untuk keluarga,,,","ramah dan baik   semoga dapat rizki yg banyak dan berkah untuk keluarga","['ramah', 'dan', 'baik', 'semoga', 'dapat', 'rizki', 'yg', 'banyak', 'dan', 'berkah', 'untuk', 'keluarga']","ramah dan baik semoga dapat rizki yang banyak dan berkah untuk keluarga","ramah semoga rizki berkah keluarga","ramah moga rizki berkah keluarga","['ramah', 'moga', 'rizki', 'berkah', 'keluarga']"
"12e9fd23-9340-4d12-ac86-c2a946c2bd62","aplikasi ojek online yg sngat membantu mobilitas keseharian kami sekeluarga.","5.0","aplikasi ojek online yg sngat membantu mobilitas keseharian kami sekeluarga.","aplikasi ojek online yg sngat membantu mobilitas keseharian kami sekeluarga","['aplikasi', 'ojek', 'online', 'yg', 'sngat', 'membantu', 'mobilitas', 'keseharian', 'kami', 'sekeluarga']","aplikasi ojek online yang sngat membantu mobilitas keseharian kami sekeluarga","aplikasi ojek online sngat membantu mobilitas keseharian sekeluarga","aplikasi ojek online sngat bantu mobilitas hari keluarga","['aplikasi', 'ojek', 'online', 'sngat', 'bantu', 'mobilitas', 'hari', 'keluarga']"
"5fb7b921-4254-4dcc-a4ed-c097311ba546","Bukan slh apknya tapi oknum di dalam nyaa,itu ajh si","5.0","bukan slh apknya tapi oknum di dalam nyaa,itu ajh si","bukan slh apknya tapi oknum di dalam nyaa itu ajh si","['bukan', 'slh', 'apknya', 'tapi', 'oknum', 'di', 'dalam', 'nyaa', 'itu', 'ajh', 'si']","bukan salah apknya tapi oknum di dalam nya itu saja sih","salah apknya oknum sih","salah apknya oknum sih","['salah', 'apknya', 'oknum', 'sih']"
"e283979b-1c5b-4e6e-b7b8-113a9b9133c0","aplikasi keren , no debat walau kadang ga akurat Sherlock nya","5.0","aplikasi keren , no debat walau kadang ga akurat sherlock nya","aplikasi keren   no debat walau kadang ga akurat sherlock nya","['aplikasi', 'keren', 'no', 'debat', 'walau', 'kadang', 'ga', 'akurat', 'sherlock', 'nya']","aplikasi keren no debat walau kadang enggak akurat sherlock nya","aplikasi keren no debat kadang akurat sherlock","aplikasi keren no debat kadang akurat sherlock","['aplikasi', 'keren', 'no', 'debat', 'kadang', 'akurat', 'sherlock']"
"fdd4bea1-58e7-4cbf-8c89-8aa95575d189","Aplikasi ini sangat bagus, di saat saya membutuhkan bantuan aplikasi ini sangat lah cepat tanggap dalam menangani masalah yg sedang saya alami","5.0","aplikasi ini sangat bagus, di saat saya membutuhkan bantuan aplikasi ini sangat lah cepat tanggap dalam menangani masalah yg sedang saya alami","aplikasi ini sangat bagus  di saat saya membutuhkan bantuan aplikasi ini sangat lah cepat tanggap dalam menangani masalah yg sedang saya alami","['aplikasi', 'ini', 'sangat', 'bagus', 'di', 'saat', 'saya', 'membutuhkan', 'bantuan', 'aplikasi', 'ini', 'sangat', 'lah', 'cepat', 'tanggap', 'dalam', 'menangani', 'masalah', 'yg', 'sedang', 'saya', 'alami']","aplikasi ini sangat bagus di saat saya membutuhkan bantuan aplikasi ini sangat lah cepat tanggap dalam menangani masalah yang sedang saya alami","aplikasi bagus membutuhkan bantuan aplikasi cepat tanggap menangani alami","aplikasi bagus butuh bantu aplikasi cepat tanggap tangan alami","['aplikasi', 'bagus', 'butuh', 'bantu', 'aplikasi', 'cepat', 'tanggap', 'tangan', 'alami']"
"44eada4a-71f2-4786-880b-d53cd3cfae5e","Aplikasi grab cukup membantu untuk yang sering bepergian, kalau ada OVO lebih baik soalnya banyak promo","5.0","aplikasi grab cukup membantu untuk yang sering bepergian, kalau ada ovo lebih baik soalnya banyak promo","aplikasi grab cukup membantu untuk yang sering bepergian  kalau ada ovo lebih baik soalnya banyak promo","['aplikasi', 'grab', 'cukup', 'membantu', 'untuk', 'yang', 'sering', 'bepergian', 'kalau', 'ada', 'ovo', 'lebih', 'baik', 'soalnya', 'banyak', 'promo']","aplikasi grab cukup membantu untuk yang sering bepergian kalau ada ovo lebih baik soalnya banyak promo","aplikasi grab membantu bepergian ovo promo","aplikasi grab bantu pergi ovo promo","['aplikasi', 'grab', 'bantu', 'pergi', 'ovo', 'promo']"
"a7e2b28c-ecbc-499c-9f15-4c45489921bd","Grab ok ,nyaman sih tapi yg kurang saya suka maaf sekali , kadang helm""nya pada bau...dan ada yg sudah tidak layak pakai masih dipakai untuk penumpang. Sekali lagi maaf 🙏","5.0","grab ok ,nyaman sih tapi yg kurang saya suka maaf sekali , kadang helm""nya pada bau...dan ada yg sudah tidak layak pakai masih dipakai untuk penumpang. sekali lagi maaf 🙏","grab ok  nyaman sih tapi yg kurang saya suka maaf sekali   kadang helm nya pada bau   dan ada yg sudah tidak layak pakai masih dipakai untuk penumpang  sekali lagi maaf","['grab', 'ok', 'nyaman', 'sih', 'tapi', 'yg', 'kurang', 'saya', 'suka', 'maaf', 'sekali', 'kadang', 'helm', 'nya', 'pada', 'bau', 'dan', 'ada', 'yg', 'sudah', 'tidak', 'layak', 'pakai', 'masih', 'dipakai', 'untuk', 'penumpang', 'sekali', 'lagi', 'maaf']","grab ok nyaman sih tapi yang kurang saya suka maaf sekali kadang helm nya pada bau dan ada yang sudah tidak layak pakai masih dipakai untuk penumpang sekali lagi maaf","grab ok nyaman sih suka maaf kadang helm bau layak pakai dipakai penumpang maaf","grab ok nyaman sih suka maaf kadang helm bau layak pakai pakai tumpang maaf","['grab', 'ok', 'nyaman', 'sih', 'suka', 'maaf', 'kadang', 'helm', 'bau', 'layak', 'pakai', 'pakai', 'tumpang', 'maaf']"
"5c90fb0f-6b83-4ce1-9809-74968f37f699","Sangat membantu buat yg mager. Promonya juga banyak. Maju terus grab","5.0","sangat membantu buat yg mager. promonya juga banyak. maju terus grab","sangat membantu buat yg mager  promonya juga banyak  maju terus grab","['sangat', 'membantu', 'buat', 'yg', 'mager', 'promonya', 'juga', 'banyak', 'maju', 'terus', 'grab']","sangat membantu buat yang mager promonya juga banyak maju terus grab","membantu mager promonya maju grab","bantu mager promonya maju grab","['bantu', 'mager', 'promonya', 'maju', 'grab']"
"4bf0d81f-b3b2-44ab-8072-432c5b295a76","Tolong bantuanya saya berada di malaysia menggunakan gran ini kenapa di aplikasi grab grabcar nya tidak ada..? Sedangkan di indonesia ada grabbike dan grabcar nya.","5.0","tolong bantuanya saya berada di malaysia menggunakan gran ini kenapa di aplikasi grab grabcar nya tidak ada..? sedangkan di indonesia ada grabbike dan grabcar nya.","tolong bantuanya saya berada di malaysia menggunakan gran ini kenapa di aplikasi grab grabcar nya tidak ada    sedangkan di indonesia ada grabbike dan grabcar nya","['tolong', 'bantuanya', 'saya', 'berada', 'di', 'malaysia', 'menggunakan', 'gran', 'ini', 'kenapa', 'di', 'aplikasi', 'grab', 'grabcar', 'nya', 'tidak', 'ada', 'sedangkan', 'di', 'indonesia', 'ada', 'grabbike', 'dan', 'grabcar', 'nya']","tolong bantuanya saya berada di malaysia menggunakan gran ini kenapa di aplikasi grab grabcar nya tidak ada sedangkan di indonesia ada grabbike dan grabcar nya","tolong bantuanya malaysia gran aplikasi grab grabcar indonesia grabbike grabcar","tolong bantuanya malaysia gran aplikasi grab grabcar indonesia grabbike grabcar","['tolong', 'bantuanya', 'malaysia', 'gran', 'aplikasi', 'grab', 'grabcar', 'indonesia', 'grabbike', 'grabcar']"
"4fe70488-6bdf-4f00-ae17-32d0d91fca5a","terimakasih SDH menggantar saya dgn ramah semoga bisa bertemu kembali","5.0","terimakasih sdh menggantar saya dgn ramah semoga bisa bertemu kembali","terimakasih sdh menggantar saya dgn ramah semoga bisa bertemu kembali","['terimakasih', 'sdh', 'menggantar', 'saya', 'dgn', 'ramah', 'semoga', 'bisa', 'bertemu', 'kembali']","terimakasih sudah menggantar saya dengan ramah semoga bisa bertemu kembali","terimakasih menggantar ramah semoga bertemu","terimakasih gantar ramah moga temu","['terimakasih', 'gantar', 'ramah', 'moga', 'temu']"
"09ca5fbe-ba18-42b7-a162-607ec8253746","Sangat membantu dalam menjalankan aktivitas sehari"" Jadi gak ribet atau susah cari mode transportasi","5.0","sangat membantu dalam menjalankan aktivitas sehari"" jadi gak ribet atau susah cari mode transportasi","sangat membantu dalam menjalankan aktivitas sehari  jadi gak ribet atau susah cari mode transportasi","['sangat', 'membantu', 'dalam', 'menjalankan', 'aktivitas', 'sehari', 'jadi', 'gak', 'ribet', 'atau', 'susah', 'cari', 'mode', 'transportasi']","sangat membantu dalam menjalankan aktivitas sehari jadi enggak ribet atau susah cari mode transportasi","membantu menjalankan aktivitas sehari ribet susah cari mode transportasi","bantu jalan aktivitas hari ribet susah cari mode transportasi","['bantu', 'jalan', 'aktivitas', 'hari', 'ribet', 'susah', 'cari', 'mode', 'transportasi']"
"d7062da1-bb3c-4de4-952b-11f87c189b1b","Siang.. Maaf ka sya mau tanya ,kok sya daftar grab gk bisa ya🙏","5.0","siang.. maaf ka sya mau tanya ,kok sya daftar grab gk bisa ya🙏","siang   maaf ka sya mau tanya  kok sya daftar grab gk bisa ya","['siang', 'maaf', 'ka', 'sya', 'mau', 'tanya', 'kok', 'sya', 'daftar', 'grab', 'gk', 'bisa', 'ya']","siang maaf kak saya mau tanya kok saya daftar grab enggak bisa ya","siang maaf kak daftar grab","siang maaf kak daftar grab","['siang', 'maaf', 'kak', 'daftar', 'grab']"
