"reviewId","content","lowercased","cleaned","slang_handled","stopword_removed","stemmed","tokenized","score","word_count"
"3882c29e-caee-4a69-b221-b441497578c2","Aplikasi gak jelas. Orderan mkanannya gak lengkap. Ojol sering salah mesan, warung juga gak jelas ngasih orderan. Auto uninstall.","aplikasi gak jelas. orderan mkanannya gak lengkap. ojol sering salah mesan, warung juga gak jelas ngasih orderan. auto uninstall.","aplikasi gak jelas  orderan mkanannya gak lengkap  ojol sering salah mesan  warung juga gak jelas ngasih orderan  auto uninstall","aplikasi enggak jelas orderan mkanannya enggak lengkap ojol sering salah mesan warung juga enggak jelas mengasih orderan auto uninstall","aplikasi orderan mkanannya lengkap ojol salah mesan warung mengasih orderan auto uninstall","aplikasi order mkanannya lengkap ojol salah mesan warung asih order auto uninstall","['aplikasi', 'order', 'mkanannya', 'lengkap', 'ojol', 'salah', 'mesan', 'warung', 'asih', 'order', 'auto', 'uninstall']","1.0","['aplikasi', 'gak', 'jelas', 'orderan', 'mkanannya', 'gak', 'lengkap', 'ojol', 'sering', 'salah', 'mesan', 'warung', 'juga', 'gak', 'jelas', 'ngasih', 'orderan', 'auto', 'uninstall']"
"0051f30a-7bc5-4bc5-9e91-fab7ea2ffab3","Susah dapat driver. Nunggu sampai berjam-jam. Preeeet!","susah dapat driver. nunggu sampai berjam-jam. preeeet!","susah dapat driver  nunggu sampai berjam jam  preeeet","susah dapat driver menunggu sampai berjam jam preeeet","susah driver menunggu berjam jam preeeet","susah driver tunggu jam jam preeeet","['susah', 'driver', 'tunggu', 'jam', 'jam', 'preeeet']","1.0","['susah', 'dapat', 'driver', 'nunggu', 'sampai', 'berjam', 'jam', 'preeeet']"
"07a3ccab-abd9-44b0-8d0b-faacbde343a2","Pelayanan buruk sekali... Ga mau nyarii titik lokasinya. Malah canc seenak nya","pelayanan buruk sekali... ga mau nyarii titik lokasinya. malah canc seenak nya","pelayanan buruk sekali    ga mau nyarii titik lokasinya  malah canc seenak nya","pelayanan buruk sekali enggak mau nyarii titik lokasinya malah canc seenak nya","pelayanan buruk nyarii titik lokasinya canc seenak","layan buruk nyarii titik lokasi canc enak","['layan', 'buruk', 'nyarii', 'titik', 'lokasi', 'canc', 'enak']","1.0","['pelayanan', 'buruk', 'sekali', 'ga', 'mau', 'nyarii', 'titik', 'lokasinya', 'malah', 'canc', 'seenak', 'nya']"
"fb83590c-06b7-408b-89f0-f32e80924083","Maxim Palembang, kok selalu tiap pesen udah jelas titik tujuan PTC MALL kadang juga di tulis PIZZA HUT PTC MALL, selalu distop di tangga penyebrangan seberang deretan MCD, bukan sekali 2 kali, hampir setiap pesen kek gitu, padahal udah jelas titik tujuan PTC MALL, kan pembayaran sesuai titik tujuan.. tolong lah Gridenya dikasih tinjauan lagi. Mksh","maxim palembang, kok selalu tiap pesen udah jelas titik tujuan ptc mall kadang juga di tulis pizza hut ptc mall, selalu distop di tangga penyebrangan seberang deretan mcd, bukan sekali 2 kali, hampir setiap pesen kek gitu, padahal udah jelas titik tujuan ptc mall, kan pembayaran sesuai titik tujuan.. tolong lah gridenya dikasih tinjauan lagi. mksh","maxim palembang  kok selalu tiap pesen udah jelas titik tujuan ptc mall kadang juga di tulis pizza hut ptc mall  selalu distop di tangga penyebrangan seberang deretan mcd  bukan sekali   kali  hampir setiap pesen kek gitu  padahal udah jelas titik tujuan ptc mall  kan pembayaran sesuai titik tujuan   tolong lah gridenya dikasih tinjauan lagi  mksh","maxim palembang kok selalu tiap pesan sudah jelas titik tujuan ptc mall kadang juga di tulis pizza hut ptc mall selalu distop di tangga penyebrangan seberang deretan mcd bukan sekali kali hampir setiap pesan kayak begitu padahal sudah jelas titik tujuan ptc mall kan pembayaran sesuai titik tujuan tolong lah gridenya dikasih tinjauan lagi terima kasih","maxim palembang pesan titik tujuan ptc mall kadang tulis pizza hut ptc mall distop tangga penyebrangan seberang deretan mcd pesan kayak titik tujuan ptc mall pembayaran sesuai titik tujuan tolong gridenya dikasih tinjauan terima kasih","maxim palembang pesan titik tuju ptc mall kadang tulis pizza hut ptc mall stop tangga penyebrangan seberang deret mcd pesan kayak titik tuju ptc mall bayar sesuai titik tuju tolong gridenya kasih tinjau terima kasih","['maxim', 'palembang', 'pesan', 'titik', 'tuju', 'ptc', 'mall', 'kadang', 'tulis', 'pizza', 'hut', 'ptc', 'mall', 'stop', 'tangga', 'penyebrangan', 'seberang', 'deret', 'mcd', 'pesan', 'kayak', 'titik', 'tuju', 'ptc', 'mall', 'bayar', 'sesuai', 'titik', 'tuju', 'tolong', 'gridenya', 'kasih', 'tinjau', 'terima', 'kasih']","1.0","['maxim', 'palembang', 'kok', 'selalu', 'tiap', 'pesen', 'udah', 'jelas', 'titik', 'tujuan', 'ptc', 'mall', 'kadang', 'juga', 'di', 'tulis', 'pizza', 'hut', 'ptc', 'mall', 'selalu', 'distop', 'di', 'tangga', 'penyebrangan', 'seberang', 'deretan', 'mcd', 'bukan', 'sekali', 'kali', 'hampir', 'setiap', 'pesen', 'kek', 'gitu', 'padahal', 'udah', 'jelas', 'titik', 'tujuan', 'ptc', 'mall', 'kan', 'pembayaran', 'sesuai', 'titik', 'tujuan', 'tolong', 'lah', 'gridenya', 'dikasih', 'tinjauan', 'lagi', 'mksh']"
"f9956625-6710-4c3b-a108-26b3616ea7e5","MURAH SIH TAPI MAKE APLIKASI INI KAYA ORANG BEGO MUTER TERUS","murah sih tapi make aplikasi ini kaya orang bego muter terus","murah sih tapi make aplikasi ini kaya orang bego muter terus","murah sih tapi memakai aplikasi ini kayak orang bego muter terus","murah sih memakai aplikasi kayak bego muter","murah sih pakai aplikasi kayak bego muter","['murah', 'sih', 'pakai', 'aplikasi', 'kayak', 'bego', 'muter']","1.0","['murah', 'sih', 'tapi', 'make', 'aplikasi', 'ini', 'kaya', 'orang', 'bego', 'muter', 'terus']"
"cfc1b945-7271-455f-af4c-22ee0de8033f","Saya pesan Maxim yang tadinya ongkos hanya 30 rb pas order tiba sampai tujuan jadi 57 ribu. Pakai uang tunggu😭padahal setelah driver tiba saya langsung naik.saya sangat kecewa dengan aplikasi ini.👎","saya pesan maxim yang tadinya ongkos hanya 30 rb pas order tiba sampai tujuan jadi 57 ribu. pakai uang tunggu😭padahal setelah driver tiba saya langsung naik.saya sangat kecewa dengan aplikasi ini.👎","saya pesan maxim yang tadinya ongkos hanya    rb pas order tiba sampai tujuan jadi    ribu  pakai uang tunggupadahal setelah driver tiba saya langsung naik saya sangat kecewa dengan aplikasi ini","saya pesan maxim yang tadinya ongkos hanya ribu pas order tiba sampai tujuan jadi ribu pakai uang tunggupadahal setelah driver tiba saya langsung naik saya sangat kecewa dengan aplikasi ini","pesan maxim ongkos ribu pas order tujuan ribu pakai uang tunggupadahal driver kecewa aplikasi","pesan maxim ongkos ribu pas order tuju ribu pakai uang tunggupadahal driver kecewa aplikasi","['pesan', 'maxim', 'ongkos', 'ribu', 'pas', 'order', 'tuju', 'ribu', 'pakai', 'uang', 'tunggupadahal', 'driver', 'kecewa', 'aplikasi']","1.0","['saya', 'pesan', 'maxim', 'yang', 'tadinya', 'ongkos', 'hanya', 'rb', 'pas', 'order', 'tiba', 'sampai', 'tujuan', 'jadi', 'ribu', 'pakai', 'uang', 'tunggupadahal', 'setelah', 'driver', 'tiba', 'saya', 'langsung', 'naik', 'saya', 'sangat', 'kecewa', 'dengan', 'aplikasi', 'ini']"
"b4fef6e6-a566-497f-96e8-9e3384af4331","untuk car tidak mau hidupkan ac, kata supirnya kena biaya tambahan, peta gak jelas, supir jutek, gak ada sopan santunnya.","untuk car tidak mau hidupkan ac, kata supirnya kena biaya tambahan, peta gak jelas, supir jutek, gak ada sopan santunnya.","untuk car tidak mau hidupkan ac  kata supirnya kena biaya tambahan  peta gak jelas  supir jutek  gak ada sopan santunnya","untuk car tidak mau hidupkan ac kata supirnya kena biaya tambahan peta enggak jelas supir jutek enggak ada sopan santunnya","car hidupkan ac supirnya biaya tambahan peta supir jutek sopan santunnya","car hidup ac supirnya biaya tambah peta supir jutek sopan santun","['car', 'hidup', 'ac', 'supirnya', 'biaya', 'tambah', 'peta', 'supir', 'jutek', 'sopan', 'santun']","1.0","['untuk', 'car', 'tidak', 'mau', 'hidupkan', 'ac', 'kata', 'supirnya', 'kena', 'biaya', 'tambahan', 'peta', 'gak', 'jelas', 'supir', 'jutek', 'gak', 'ada', 'sopan', 'santunnya']"
"8e6f48ca-dc99-4aa6-a45e-0a4dc67f18fc","Ribet konfirmasi nomoer telponnya . Sudah menunggu lama untuk mendapat kode otp tapi tidak segera dikirim. Sampe waktu habis dan sesi juga habis . Mohon diperbaiki .","ribet konfirmasi nomoer telponnya . sudah menunggu lama untuk mendapat kode otp tapi tidak segera dikirim. sampe waktu habis dan sesi juga habis . mohon diperbaiki .","ribet konfirmasi nomoer telponnya   sudah menunggu lama untuk mendapat kode otp tapi tidak segera dikirim  sampe waktu habis dan sesi juga habis   mohon diperbaiki","ribet konfirmasi nomoer telponnya sudah menunggu lama untuk mendapat kode otp tapi tidak segera dikirim sampai waktu habis dan sesi juga habis mohon diperbaiki","ribet konfirmasi nomoer telponnya menunggu kode otp dikirim waktu habis sesi habis diperbaiki","ribet konfirmasi nomoer telpon tunggu kode otp kirim waktu habis sesi habis baik","['ribet', 'konfirmasi', 'nomoer', 'telpon', 'tunggu', 'kode', 'otp', 'kirim', 'waktu', 'habis', 'sesi', 'habis', 'baik']","1.0","['ribet', 'konfirmasi', 'nomoer', 'telponnya', 'sudah', 'menunggu', 'lama', 'untuk', 'mendapat', 'kode', 'otp', 'tapi', 'tidak', 'segera', 'dikirim', 'sampe', 'waktu', 'habis', 'dan', 'sesi', 'juga', 'habis', 'mohon', 'diperbaiki']"
"99bf66ef-2611-4f10-a21b-49aa8f51a1c6","Terimakasih maxim sudah merusak hubungan teman saya","terimakasih maxim sudah merusak hubungan teman saya","terimakasih maxim sudah merusak hubungan teman saya","terimakasih maxim sudah merusak hubungan teman saya","terimakasih maxim merusak hubungan teman","terimakasih maxim rusak hubung teman","['terimakasih', 'maxim', 'rusak', 'hubung', 'teman']","1.0","['terimakasih', 'maxim', 'sudah', 'merusak', 'hubungan', 'teman', 'saya']"
"03f23a25-aec3-42af-9ada-9096ce3f3c98","Aplikasi gak jelas... udah map nya gak bener , driver nya yg gak tau alamat kita yg kenak tmbhan argo...","aplikasi gak jelas... udah map nya gak bener , driver nya yg gak tau alamat kita yg kenak tmbhan argo...","aplikasi gak jelas    udah map nya gak bener   driver nya yg gak tau alamat kita yg kenak tmbhan argo","aplikasi enggak jelas sudah map nya enggak benar driver nya yang enggak tau alamat kita yang kenak tmbhan argo","aplikasi map driver tau alamat kenak tmbhan argo","aplikasi map driver tau alamat nak tmbhan argo","['aplikasi', 'map', 'driver', 'tau', 'alamat', 'nak', 'tmbhan', 'argo']","1.0","['aplikasi', 'gak', 'jelas', 'udah', 'map', 'nya', 'gak', 'bener', 'driver', 'nya', 'yg', 'gak', 'tau', 'alamat', 'kita', 'yg', 'kenak', 'tmbhan', 'argo']"
"c06e48d3-c7e3-4737-a777-64c64daa0fd5","Diperbarui malah gk jelas. Maps pindah2. Mau dicancel pindah lokasi gk bisa","diperbarui malah gk jelas. maps pindah2. mau dicancel pindah lokasi gk bisa","diperbarui malah gk jelas  maps pindah   mau dicancel pindah lokasi gk bisa","diperbarui malah enggak jelas maps pindah mau dicancel pindah lokasi enggak bisa","diperbarui maps pindah dicancel pindah lokasi","baru maps pindah dicancel pindah lokasi","['baru', 'maps', 'pindah', 'dicancel', 'pindah', 'lokasi']","1.0","['diperbarui', 'malah', 'gk', 'jelas', 'maps', 'pindah', 'mau', 'dicancel', 'pindah', 'lokasi', 'gk', 'bisa']"
"d65fc681-867a-4234-bde3-ef779312e0f5","Maps gak jelas, tidak akurat, banyak alamat yang tidak lengkap dan keliru titiknya. Padahal baru mau order, 1 jam gak kelar-kelar nyari titik alamatnya.","maps gak jelas, tidak akurat, banyak alamat yang tidak lengkap dan keliru titiknya. padahal baru mau order, 1 jam gak kelar-kelar nyari titik alamatnya.","maps gak jelas  tidak akurat  banyak alamat yang tidak lengkap dan keliru titiknya  padahal baru mau order    jam gak kelar kelar nyari titik alamatnya","maps enggak jelas tidak akurat banyak alamat yang tidak lengkap dan keliru titiknya padahal baru mau order jam enggak kelar kelar mencari titik alamatnya","maps akurat alamat lengkap keliru titiknya order jam kelar kelar mencari titik alamatnya","maps akurat alamat lengkap keliru titik order jam kelar kelar cari titik alamat","['maps', 'akurat', 'alamat', 'lengkap', 'keliru', 'titik', 'order', 'jam', 'kelar', 'kelar', 'cari', 'titik', 'alamat']","1.0","['maps', 'gak', 'jelas', 'tidak', 'akurat', 'banyak', 'alamat', 'yang', 'tidak', 'lengkap', 'dan', 'keliru', 'titiknya', 'padahal', 'baru', 'mau', 'order', 'jam', 'gak', 'kelar', 'kelar', 'nyari', 'titik', 'alamatnya']"
